en_type_abbr,en_type,en_cui,en,en_zh
patf,Pathologic Function,C0749019,deadborn fetus,死胎
patf,Pathologic Function,C0857496,Thromboembolic event,血栓栓塞事件
patf,Pathologic Function,C0867388,Acute graft-versus-host disease,急性移植物抗宿主病
patf,Pathologic Function,C0879626,Adverse effects,不利影响
patf,Pathologic Function,C0920103,Haematotoxicity,血液毒性
patf,Pathologic Function,C0920474,drug mechanism,药物机制
patf,Pathologic Function,C0947637,"Stenosis, unspecified",狭窄，未指明
patf,Pathologic Function,C0948233,Febrile infection,发热感染
patf,Pathologic Function,C1140999,Contraction,收缩
patf,Pathologic Function,C1155265,innate immune response,固有免疫应答
patf,Pathologic Function,C1155266,Inflammatory Response,炎症反应
patf,Pathologic Function,C1156244,invasive growth,侵入性增长
patf,Pathologic Function,C1261287,Stenosis,狭窄
patf,Pathologic Function,C1264049,Superficial lymphadenopathy,浅表淋巴结肿大
patf,Pathologic Function,C1264056,Submandibular lymphadenopathy,下颌下淋巴结肿大
patf,Pathologic Function,C1264071,Pulmonary lymphadenopathy,肺淋巴结病
patf,Pathologic Function,C1264124,Pelvic lymphadenopathy,盆腔淋巴结肿大
patf,Pathologic Function,C1265811,Penetrating ulcer,穿透性溃疡
patf,Pathologic Function,C1265815,Multiple ulcers,多发性溃疡
patf,Pathologic Function,C1265823,Recurrent inflammation,复发性炎症
patf,Pathologic Function,C1265828,Progressive inflammation,进行性炎症
patf,Pathologic Function,C1265833,Deep abscess,深脓肿
patf,Pathologic Function,C1265876,Abnormally opaque structure (morphologic abnormality),异常不透明的结构（形态异常）
patf,Pathologic Function,C1265895,Progressive atrophy,进行性萎缩
patf,Pathologic Function,C1265933,Diffuse hyperplasia,弥漫性增生
patf,Pathologic Function,C1265939,Focal lymphoid hyperplasia,局灶性淋巴样增生
patf,Pathologic Function,C1265971,Atypical proliferation,非典型增殖
patf,Pathologic Function,C1265984,Diffuse fibrosis,弥漫性纤维化
patf,Pathologic Function,C1285185,Cell-mediated cytotoxic reaction,细胞介导的细胞毒性反应
patf,Pathologic Function,C1328505,Myocardial sclerosis,心肌硬化
patf,Pathologic Function,C1368999,Late effect of,后期效应
patf,Pathologic Function,C1395184,depolarization,去极化
patf,Pathologic Function,C1446325,Oozing,渗出
patf,Pathologic Function,C1510411,metaplastic cell transformation,化生细胞转化
patf,Pathologic Function,C1516670,Clonal Expansion,克隆扩展
patf,Pathologic Function,C1518304,Neurotropism,神经向性
patf,Pathologic Function,C1519697,Tumorigenicity,致瘤性
patf,Pathologic Function,C1520005,Viral Pathogenesis,病毒发病
patf,Pathologic Function,C1521846,"Permissiveness, Biological Function",宽容，生物功能
patf,Pathologic Function,C1522056,Coagulative Necrosis of the Mouse Prostate Gland,小鼠前列腺凝固性坏死
patf,Pathologic Function,C1522058,Coagulative necrosis,凝固性坏死
patf,Pathologic Function,C1527304,Allergic Reaction,过敏反应
patf,Pathologic Function,C1533651,Deficiency of cell-mediated immunity,细胞介导的免疫缺陷
patf,Pathologic Function,C1540677,neuropathology disease,神经病理学疾病
patf,Pathologic Function,C1560244,Splenic function,脾功能
patf,Pathologic Function,C1608322,Leak NOS,泄漏号码
patf,Pathologic Function,C1817997,chronic inflammatory response,慢性炎症反应
patf,Pathologic Function,C2937358,Cerebral Hemorrhage,脑出血
patf,Pathologic Function,C3160769,Major bleeding problems,大出血问题
patf,Pathologic Function,C3274677,Histologic Progression,组织学进展
patf,Pathologic Function,C3658208,Dysbiosis,生理障碍
patf,Pathologic Function,C3714514,Infection,感染
patf,Pathologic Function,C4021753,Abnormality of the immune system,免疫系统异常
patf,Pathologic Function,C4050175,Complete Hematologic Response,完全血液学反应
patf,Pathologic Function,C4707952,Pathologic compression fracture,病理性压缩性骨折
patf,Pathologic Function,C4721411,Osteolysis,骨溶解
patf,Pathologic Function,C5236985,Hyperprogression,超级进展
patf,Pathologic Function,C5548425,Neoplastic proliferation,肿瘤增殖
patf;phsf,Pathologic Function;Physiologic Function,C0596761,immunosenescence,免疫衰老
patf;phsf,Pathologic Function;Physiologic Function,C0599949,arterial stiffness,动脉僵硬度
patf;sosy,Pathologic Function;Sign or Symptom,C0013609,"[D]Edema, localized",[d] 水肿，局部
patf;sosy,Pathologic Function;Sign or Symptom,C0018926,Hematemesis,呕血
patf;sosy,Pathologic Function;Sign or Symptom,C0022346,Icterus,黄疸
patf;sosy,Pathologic Function;Sign or Symptom,C0151205,Periorbital edema,眶周水肿
patf;sosy,Pathologic Function;Sign or Symptom,C0349506,Photosensitivity,光敏
patf;sosy,Pathologic Function;Sign or Symptom,C0578735,Axillary lymphadenopathy,腋窝淋巴结肿大
patf;sosy,Pathologic Function;Sign or Symptom,C0581394,Swollen legs,腿部肿胀
patf;sosy,Pathologic Function;Sign or Symptom,C0948715,Infusion-Related Reaction,输液相关反应
patf;sosy,Pathologic Function;Sign or Symptom,C1321898,Blood in stool,大便中的血液
phpr,Phenomenon or Process,C0012618,Disasters,灾难
phpr,Phenomenon or Process,C0023983,Longterm Effects,长期效应
phpr,Phenomenon or Process,C0034897,Recurrence,复发
phpr,Phenomenon or Process,C0035020,Relapse,复发
phpr,Phenomenon or Process,C0234402,Stimulus,刺激
phpr,Phenomenon or Process,C0242918,Founder Effect,创始人效应
phpr,Phenomenon or Process,C0441722,Force,力
phpr,Phenomenon or Process,C0441723,Irritation,刺激
phpr,Phenomenon or Process,C0458142,Laser-generated electromagnetic radiation,激光产生的电磁辐射
phpr,Phenomenon or Process,C0868945,Deterioration,恶化
phpr,Phenomenon or Process,C0869032,Synthesis,合成
phpr,Phenomenon or Process,C1522240,Process,过程
phpr;phsf,Phenomenon or Process;Physiologic Function,C1257789,Lymphangiogenesis,淋巴管生成
phsf,Physiologic Function,C0005529,"Biological Transport, Active",生物运输，活跃
phsf,Physiologic Function,C0005775,Blood Circulation,血液循环
phsf,Physiologic Function,C0014272,Energy Metabolism,能量代谢
phsf,Physiologic Function,C0020119,Human Development,人类发展
phsf,Physiologic Function,C0025320,Menopause,绝经期
phsf,Physiologic Function,C0031327,Drug Kinetics,药物动力学
phsf,Physiologic Function,C0031843,physiological aspects,生理方面
phsf,Physiologic Function,C0031845,Physiological Processes,生理过程
phsf,Physiologic Function,C0035203,Respiration,呼吸
phsf,Physiologic Function,C0039971,Thirst,口渴
phsf,Physiologic Function,C0149784,biological adaptation to stress,生物适应压力
phsf,Physiologic Function,C0221102,Excretory function,排泄功能
phsf,Physiologic Function,C0232896,Reproductive function,生殖功能
phsf,Physiologic Function,C0242732,Tropism,向性
phsf,Physiologic Function,C0243144,uptake,摄取
phsf,Physiologic Function,C0301873,Immunologic reaction,免疫反应
phsf,Physiologic Function,C0301905,Allogeneic inhibition,同种异体抑制
phsf,Physiologic Function,C0301931,Autoimmune reaction,自身免疫反应
phsf,Physiologic Function,C0301944,Graft acceptance,嫁接验收
phsf,Physiologic Function,C0391850,Physiologic pulse,生理脉冲
phsf,Physiologic Function,C0442687,Physiological action,生理作用
phsf,Physiologic Function,C0544570,Bactericidal activity,杀菌活性
phsf,Physiologic Function,C0597170,paracrine,旁分泌
phsf,Physiologic Function,C0598656,Acquired immunity,获得性免疫
phsf,Physiologic Function,C0678662,regulatory loop,监管循环
phsf,Physiologic Function,C0678686,Dormancy,休眠
phsf,Physiologic Function,C0678759,drug accumulation,药物积累
phsf,Physiologic Function,C0683151,drug clearance,药物清除率
phsf,Physiologic Function,C0868946,Digests,消化
phsf,Physiologic Function,C1254359,Physiologic Function,生理功能
phsf,Physiologic Function,C1258192,Total Peripheral Resistance,总外周阻力
phsf,Physiologic Function,C1268869,Antigen-antibody interaction,抗原-抗体相互作用
phsf,Physiologic Function,C1372798,Physiological Effects,生理效应
phsf,Physiologic Function,C1511613,Cytokine Activation,细胞因子激活
phsf,Physiologic Function,C1514892,Resistance Process,抵抗过程
phsf,Physiologic Function,C1516019,Antiinflammatory Effect,抗炎作用
phsf,Physiologic Function,C1516704,Colony Stimulating Factor Suppression,集落刺激因子抑制
phsf,Physiologic Function,C3714584,"Transformation, function",转型，功能
phsf,Physiologic Function,C5234945,Immune status,免疫状态
phsu,Pharmacologic Substance,C0001641,Adrenergic alpha-Antagonists,肾上腺素α拮抗剂
phsu,Pharmacologic Substance,C0001644,Adrenergic beta-Agonists,肾上腺素能β受体激动剂
phsu,Pharmacologic Substance,C0001645,Adrenergic beta-Antagonists,肾上腺素能β拮抗剂
phsu,Pharmacologic Substance,C0001648,Adrenergic Agonists,肾上腺素能激动剂
phsu,Pharmacologic Substance,C0002763,Central Nervous System Stimulants,中枢神经系统兴奋剂
phsu,Pharmacologic Substance,C0002932,Anesthetics,麻醉剂
phsu,Pharmacologic Substance,C0003015,Angiotensin-Converting Enzyme Inhibitors,血管紧张素转换酶抑制剂
phsu,Pharmacologic Substance,C0003138,Antacids,抗酸药
phsu,Pharmacologic Substance,C0003158,Anthelmintics,驱虫药
phsu,Pharmacologic Substance,C0003191,Antirheumatic Agents,抗风湿药
phsu,Pharmacologic Substance,C0003195,Anti-Arrhythmia Agents,抗心律失常药物
phsu,Pharmacologic Substance,C0003204,Anti-Infective Agents,抗感染药
phsu,Pharmacologic Substance,C0003209,Anti-Inflammatory Agents,消炎药
phsu,Pharmacologic Substance,C0003211,"Anti-Inflammatory Agents, Non-Steroidal",抗炎药，非甾体
phsu,Pharmacologic Substance,C0003216,Anti-Ulcer Agents,抗溃疡剂
phsu,Pharmacologic Substance,C0003277,Anticholesteremic Agents,抗胆固醇药
phsu,Pharmacologic Substance,C0003280,Anticoagulants,抗凝药
phsu,Pharmacologic Substance,C0003286,Anticonvulsants,抗惊厥药
phsu,Pharmacologic Substance,C0003289,Antidepressive Agents,抗抑郁药
phsu,Pharmacologic Substance,C0003297,Antiemetics,止吐药
phsu,Pharmacologic Substance,C0003299,Antiepileptic Agents,抗癫痫药物
phsu,Pharmacologic Substance,C0003304,Antifibrinolytic Agents,抗纤维蛋白溶解剂
phsu,Pharmacologic Substance,C0003308,Antifungal Agents,抗真菌药
phsu,Pharmacologic Substance,C0003360,Antihistamines,抗组胺药
phsu,Pharmacologic Substance,C0003364,Antihypertensive Agents,抗高血压药
phsu,Pharmacologic Substance,C0003367,Antilipemic Agents,抗脂剂
phsu,Pharmacologic Substance,C0003374,Antimalarials,抗疟药
phsu,Pharmacologic Substance,C0003376,Antimetabolites,抗代谢物
phsu,Pharmacologic Substance,C0003379,Antimitotic Agents,抗有丝分裂药
phsu,Pharmacologic Substance,C0003402,Antioxidants,抗氧化剂
phsu,Pharmacologic Substance,C0003417,Antipruritics,止痒药
phsu,Pharmacologic Substance,C0003419,Antipyretics,退热药
phsu,Pharmacologic Substance,C0003448,Antitubercular Agents,抗结核药
phsu,Pharmacologic Substance,C0003451,Antiviral Agents,抗病毒药物
phsu,Pharmacologic Substance,C0006684,Calcium Channel Blockers,钙通道抑制剂
phsu,Pharmacologic Substance,C0007209,Cardiotonic Agents,强心剂
phsu,Pharmacologic Substance,C0007220,Cardiovascular Agents,心血管药物
phsu,Pharmacologic Substance,C0007680,Central Nervous System Agents,中枢神经系统代理
phsu,Pharmacologic Substance,C0009117,Coagulants,凝结剂
phsu,Pharmacologic Substance,C0009871,Contraceptive Agents,避孕药具
phsu,Pharmacologic Substance,C0009905,"Contraceptives, Oral",避孕药，口服
phsu,Pharmacologic Substance,C0010406,Cryoprotective Agents,低温防护剂
phsu,Pharmacologic Substance,C0010858,Cytostatic Agents,抑制剂
phsu,Pharmacologic Substance,C0011947,Dialysis Solutions,透析解决方案
phsu,Pharmacologic Substance,C0012798,Diuretics,利尿药
phsu,Pharmacologic Substance,C0013162,Drug Combinations,药物组合
phsu,Pharmacologic Substance,C0013227,Pharmaceutical Preparations,药物制剂
phsu,Pharmacologic Substance,C0013230,"Drugs, Investigational",药物，研究
phsu,Pharmacologic Substance,C0013231,"Drugs, Non-Prescription",药物，非处方药
phsu,Pharmacologic Substance,C0013232,"Drugs, Orphan",药物，孤儿
phsu,Pharmacologic Substance,C0014432,Enzyme Inhibitors,酶抑制剂
phsu,Pharmacologic Substance,C0014930,Estrogen Antagonists,雌激素拮抗剂
phsu,Pharmacologic Substance,C0016018,Fibrinolytic Agents,纤维蛋白溶解剂
phsu,Pharmacologic Substance,C0016411,Folic Acid Antagonists,叶酸拮抗剂
phsu,Pharmacologic Substance,C0017173,Gastrointestinal Agents,胃肠道药物
phsu,Pharmacologic Substance,C0019120,Hemostatic Agents,止血剂
phsu,Pharmacologic Substance,C0019593,Histamine H2 Antagonists,组胺h2拮抗剂
phsu,Pharmacologic Substance,C0020591,Hypnotics,催眠药
phsu,Pharmacologic Substance,C0022022,Ionophores,离子载体
phsu,Pharmacologic Substance,C0026207,Miotics,缩瞳药
phsu,Pharmacologic Substance,C0026249,Mitogens,促细胞分裂剂
phsu,Pharmacologic Substance,C0027409,Narcotic Analgesics,麻醉止痛药
phsu,Pharmacologic Substance,C0031638,Phosphodiesterase Inhibitors,磷酸二酯酶抑制剂
phsu,Pharmacologic Substance,C0032139,Plasmin Inhibitor,纤溶酶抑制剂
phsu,Pharmacologic Substance,C0032188,Platelet Inhibitors,血小板抑制剂
phsu,Pharmacologic Substance,C0033671,Protein Synthesis Inhibitors,蛋白质合成抑制剂
phsu,Pharmacologic Substance,C0033978,Psychotropic Drugs,精神药物
phsu,Pharmacologic Substance,C0034540,Radiation-Protective Agents,辐射防护剂
phsu,Pharmacologic Substance,C0034541,Radiation-Sensitizing Agents,辐射敏化剂
phsu,Pharmacologic Substance,C0036088,"Saliva, Artificial",唾液，人造
phsu,Pharmacologic Substance,C0036557,Sedatives,镇静剂
phsu,Pharmacologic Substance,C0036753,Serotonin Antagonists,5-羟色胺拮抗剂
phsu,Pharmacologic Substance,C0037766,Antispasmodics,抗痉挛剂
phsu,Pharmacologic Substance,C0039052,Sympathomimetics,拟交感神经药
phsu,Pharmacologic Substance,C0040615,Antipsychotic Agents,抗精神病药
phsu,Pharmacologic Substance,C0040616,Anti-Anxiety Agents,抗焦虑药
phsu,Pharmacologic Substance,C0041214,Trypanocidal Agents,杀锥虫剂
phsu,Pharmacologic Substance,C0042397,Vasoconstrictor Agents,血管收缩剂
phsu,Pharmacologic Substance,C0042402,Vasodilator Agents,血管扩张剂
phsu,Pharmacologic Substance,C0044107,1-(2'-deoxy-beta-D-glucopyranosyl)thymine,1-（2'-脱氧-β-D-吡喃葡萄糖基）胸腺嘧啶
phsu,Pharmacologic Substance,C0047215,3-aminobenzamide,3-氨基苯甲酰胺
phsu,Pharmacologic Substance,C0051200,allicin,大蒜素
phsu,Pharmacologic Substance,C0051821,andrographolide,穿心莲内酯
phsu,Pharmacologic Substance,C0053865,BM 12531,bm 12531
phsu,Pharmacologic Substance,C0060577,flupamesone,氟帕米松
phsu,Pharmacologic Substance,C0060601,FM 100,调频100
phsu,Pharmacologic Substance,C0063469,indirubin,靛玉红
phsu,Pharmacologic Substance,C0066616,mitoquidone,线粒体
phsu,Pharmacologic Substance,C0068741,nifuron,硝呋喃
phsu,Pharmacologic Substance,C0069795,oxophenylarsine,氧苯基胂
phsu,Pharmacologic Substance,C0072497,protoporphyrin IX,原卟啉ix
phsu,Pharmacologic Substance,C0074690,Smectite,蒙脱石
